-70.8097 -69.1567 40.9436 41.8688 4.9842e+08 8.33634e+07 1.75467e+06 1.05237e+06 527886 91939.2 670666 2476.59 165953 1.10805e+06 3.20516e+07 1.01388e+06 285.831 3.00419e+07 43127.3 18.7392 43997.5 15084.8 1.48105e+08 169
-67.9139 -66.314 40.4079 42.1625 206569 69815.2 319.136 1585.49 0 372.816 -nan 57.9906 42.7919 -nan -nan 11 0 -nan 5 -nan -nan -nan 38899 34
-69.7753 -69.1512 39.9756 41.6721 204062 69036.9 306.134 1445.72 0 367.291 -nan 59.2132 42.0383 -nan -nan 9 0 -nan 4 -nan -nan -nan 37637 94
-69.2975 -69.124 41.1887 41.5572 201968 68148.4 318.894 1504.85 0 362.286 -nan 58.3636 41.4101 -nan -nan 5 0 -nan 4 -nan -nan -nan 36557 204
-68.4505 -68.0709 42.0593 42.5001 201266 68019.9 301.459 1480.41 0 361.384 -nan 58.0458 41.1573 -nan -nan 8 0 -nan 5 -nan -nan -nan 36226 8
-69.6094 -69.202 41.5891 42.8949 202793 68523.1 307.117 1517.69 0 370.578 -nan 58.5964 41.5833 -nan -nan 4 0 -nan 5 -nan -nan -nan 36863 6
-69.1431 -67.5696 41.4875 42.0998 208651 70654.2 318.923 1516.34 0 377.872 -nan 58.6218 43.2915 -nan -nan 10 0 -nan 4 -nan -nan -nan 39657 6
-68.2958 -66.3167 39.9677 41.607 201644 68358.3 308.517 1380.04 0 363.677 -nan 56.3569 41.5486 -nan -nan 7 0 -nan 4 -nan -nan -nan 36652 6
-69.3566 -68.1839 39.9067 41.5567 205159 69291.6 327.416 1484.23 0 368.636 -nan 57.2083 42.2098 -nan -nan 8 0 -nan 4 -nan -nan -nan 37911 32
-69.3599 -68.0656 41.247 42.4315 203556 68832.2 321.889 1476.68 0 365.431 -nan 58.8919 41.8021 -nan -nan 7 0 -nan 4 -nan -nan -nan 37238 5
-69.5755 -68.6968 41.0849 42.0673 201085 67926 306.602 1445.59 0 360.259 -nan 55.9033 41.1814 -nan -nan 7 0 -nan 4 -nan -nan -nan 36108 41
-69.5861 -69.0741 42.2244 43.3921 206601 69871.8 317.391 1545.9 0 371.692 -nan 60.2352 42.8402 -nan -nan 11 0 -nan 4 -nan -nan -nan 38829 101
-67.6654 -65.7765 40.7542 41.6588 235010 71382.1 366.913 1844.46 50.749 399.219 -nan 49.9475 44.0645 -nan -nan 272 0 -nan -nan 0 -nan -nan 42682 9
-70.1471 -68.3303 41.1243 42.7603 5.51916e+07 1.98237e+07 323385 491693 146229 4282.44 -nan 97.4589 16425.3 236171 -nan 106414 26.2704 -nan -nan 0 10163.4 5797.17 2.98574e+07 35
-70.8549 -69.1157 40.955 42.0548 6.60031e+08 9.89933e+07 2.23669e+06 322772 1.01022e+06 48126.6 998269 496.466 214878 1.51434e+06 3.72762e+07 1.18013e+06 569.754 3.64006e+07 61571.1 24.3971 62188.4 29670.1 1.94724e+08 61
-70.0989 -69.3522 42.0162 43.4205 2.64932e+06 912857 4268.24 22920.1 0 5582.5 -nan 65 750 -nan -nan -nan 0 -nan -nan -nan 0 133 1.1794e+06 121
-70.2325 -69.087 41.4548 41.9295 7.13293e+07 1.54376e+07 335918 4211.97 166121 4392.91 -nan 280.371 36414.1 254021 6.16154e+06 -nan 160.132 5.68131e+06 -nan -nan 11613.8 16110.3 3.29218e+07 16
-69.1426 -67.8588 41.5126 42.6455 184924 73969 438.29 1403 0 421 0 -nan -nan -nan 20768 -nan -nan 19926 -nan -nan -nan -nan 42165 12
-70.0468 -69.2894 39.8077 41.4444 7.57918e+06 971578 8137.33 2123 0 -nan 0 1949.78 -nan -nan 382788 -nan -nan 381949 -nan -nan -nan -nan 2.22443e+06 68
-68.5652 -67.0028 41.5496 43.001 199254 74232 380.725 1444 0 -nan 0 53.8151 -nan -nan 20768 -nan -nan 19929 -nan -nan -nan -nan 45144 11
-68.2598 -67.1977 41.6704 42.7651 175903 74233 338.099 1476 0 -nan 0 68.0681 -nan -nan 20766 -nan -nan 19924 -nan -nan -nan -nan 38368 5
-70.8646 -69.3259 41.1125 42.1275 7.00383e+08 1.00319e+08 2.14236e+06 49403.4 1.069e+06 20159.5 990209 253.475 198912 1.68533e+06 4.00841e+07 1.33524e+06 233.369 4.09052e+07 70878.5 17.2846 64742.8 33443.6 2.07339e+08 122
-67.9422 -67.3118 42.2196 42.532 194583 73614 896.608 1451 126 411 -nan -nan -nan 273 -nan -nan -nan -nan -nan -nan -nan -nan 49831 72
-68.9005 -68.6112 41.3381 42.2827 178850 73613 809.623 1392 2 398 -nan -nan -nan 22 -nan -nan -nan -nan -nan -nan -nan -nan 40799 5
-69.1397 -67.9106 41.6352 43.0604 179054 73611 856.964 1416 4 403 -nan -nan -nan 16 -nan -nan -nan -nan -nan -nan -nan -nan 40630 9
-67.9402 -67.8614 40.6863 42.0532 173299 73981 690.285 1342 0 365 0 -nan -nan 13 20790 -nan -nan -nan -nan -nan -nan -nan 37458 3
-68.7698 -67.6447 41.0465 42.2282 173589 73983 722.328 1285 0 387 0 -nan -nan 31 20804 -nan -nan -nan -nan -nan -nan -nan 39109 26
-68.8262 -68.0218 41.0979 41.4104 173685 73992 710.381 1363 0 376 0 -nan -nan 7 20802 -nan -nan -nan -nan -nan -nan -nan 38901 4
-68.8699 -67.8742 40.7975 42.0302 180029 73994 744.181 1262 0 365 0 -nan -nan 32 20806 -nan -nan -nan -nan -nan -nan -nan 42732 8
-68.4794 -67.0804 40.9332 41.9833 175266 73984 701.564 1296 0 368 0 -nan -nan 15 20798 -nan -nan -nan -nan -nan -nan -nan 39970 7
-68.5562 -68.3284 40.8956 41.8363 174692 73981 734.912 1288 0 373 0 -nan -nan 15 20790 -nan -nan -nan -nan -nan -nan -nan 39554 5
-68.2545 -67.8979 41.4631 41.9176 173662 73991 713.675 1295 0 370 0 -nan -nan 7 20797 -nan -nan -nan -nan -nan -nan -nan 39162 4
-67.9125 -66.5048 40.9107 41.5206 173363 73971 703.161 1304 0 363 0 -nan -nan 32 20787 -nan -nan -nan -nan -nan -nan -nan 38808 4
-69.3664 -68.3699 41.34 42.3039 176770 73982 779.918 1332 0 388 0 -nan -nan 31 20796 -nan -nan -nan -nan -nan -nan -nan 40813 6
-68.0183 -66.2886 39.8621 41.4634 174628 73979 746.645 1283 0 367 0 -nan -nan 12 20794 -nan -nan -nan -nan -nan -nan -nan 39716 4
-69.2645 -68.7677 41.1337 41.6681 172186 73979 762.065 1307 0 371 0 -nan -nan 16 20792 -nan -nan -nan -nan -nan -nan -nan 38039 5
-69.1414 -67.8266 41.3275 43.0566 177032 73978 723.169 1308 0 382 0 -nan -nan 19 20803 -nan -nan -nan -nan -nan -nan -nan 40792 5
-68.4082 -68.1133 40.2059 41.66 215427 74161 399.989 1396 73.5785 -nan 48.7555 76.1955 -nan 414 20765 -nan -nan 19922 -nan -nan -nan -nan 44234 38
-68.0461 -67.4569 41.8873 42.3538 179186 74161 637.962 1402 0 -nan 0 55.8226 -nan 41 20765 -nan -nan 19923 -nan -nan -nan -nan 42344 9
-70.7701 -68.9717 40.6181 41.7327 2.8558e+08 4.74711e+07 1.13603e+06 183773 458654 12682.9 408481 113.704 117711 656309 1.7404e+07 599167 341.241 1.75749e+07 27092.8 0 31423 15991.3 8.50389e+07 54
-68.7687 -66.9808 40.7536 41.8665 190992 77563.3 360.707 1701.91 0 573.119 119 55.0951 50.5738 -nan -nan 5.16179 -nan 19811 5 -nan -nan -nan 41733 78
-68.2248 -66.4508 40.0327 41.4854 180151 76279.9 325.929 1402.28 0 541.715 3 46.6779 48.219 -nan -nan 0 -nan 19800 4 -nan -nan -nan 38883 48
-68.8427 -67.8013 41.1964 43.132 185685 77826.5 321.578 1525.38 0 550.652 5 47.9877 49.4509 -nan -nan 0 -nan 19811 4 -nan -nan -nan 40535 6
-70.6171 -68.6454 41.6316 42.0161 2.94351e+08 4.32461e+07 969893 6227.37 432677 8431.65 411748 220.305 83960.8 679332 1.82598e+07 595592 66.2046 1.8407e+07 49387.7 0 28566.7 14703 8.80047e+07 51
-69.3821 -67.5645 40.5622 41.7363 208123 72676.7 337.918 1531.81 0 412.805 122 63.6395 46.1301 -nan -nan 10.2325 -nan -nan 5 -nan -nan -nan 42732 73
-68.8516 -67.9018 40.4282 41.8077 189761 67120.6 399.088 1442.24 0 387.815 3 61.7086 44.0693 -nan -nan 0 -nan -nan 6 -nan -nan -nan 39278 46
-69.7658 -68.7761 41.4233 41.5435 178113 62736 486.169 1406.34 0 380.784 3 60.42 43.0882 -nan -nan 0 -nan -nan 4 -nan -nan -nan 37618 5
-68.0701 -68.018 41.1113 42.5934 190203 67398.3 389.566 1531.87 0 388.089 2 65.2452 46.772 -nan -nan 13.7783 -nan -nan 20.0705 0 -nan -nan 44373 8
-68.7428 -68.111 40.3346 42.0883 181389 64457.7 479.804 1322.57 0 392.342 4 62.1286 44.277 -nan -nan 11 -nan -nan -nan -nan -nan -nan 40297 155
-69.1833 -68.7319 41.6254 41.8092 186602 67254.5 384.056 1505.84 0 392.816 42 59.4339 44.8938 -nan -nan 99 -nan -nan -nan -nan -nan -nan 35247 5
-69.5091 -68.4861 40.631 42.4384 189665 62541.9 470.02 1352.67 0 373.428 5 61.0446 43.451 -nan -nan 11 -nan -nan -nan -nan -nan -nan 39456 77
-69.0455 -68.4149 41.3311 43.171 181400 63735.3 478.5 1305.13 0 387.748 6 58.6242 44.236 -nan -nan 10 -nan -nan -nan -nan -nan -nan 39382 7
-70.5998 -69.2606 41.5214 43.3407 3.5136e+08 4.66679e+07 1.17593e+06 9099.08 547391 11853.8 450763 172.786 123695 848015 1.86062e+07 482187 201.023 1.92184e+07 32030 0 33000.5 18891.7 1.03684e+08 28
-68.8277 -68.5537 41.3396 42.5786 190362 65237.5 795 1467.22 105 412 -nan -nan -nan 136 -nan -nan -nan -nan -nan -nan -nan -nan 44492 12
-68.6735 -67.8853 40.4246 41.7499 180961 61986.9 644 1284.51 7 383 -nan -nan -nan 35 -nan -nan -nan -nan -nan -nan -nan -nan 39154 6
-68.0084 -67.4302 40.8848 41.7221 178346 60986.7 633 1362.89 3 372 -nan -nan -nan 12 -nan -nan -nan -nan -nan -nan -nan -nan 37597 5
-69.3932 -69.3763 41.137 43.0058 179369 61322.5 635 1332.06 5 394 -nan -nan -nan 33 -nan -nan -nan -nan -nan -nan -nan -nan 38027 6
-68.4836 -68.2113 40.2675 41.9379 182008 62175.2 641 1351.61 6 374 -nan -nan -nan 20 -nan -nan -nan -nan -nan -nan -nan -nan 39288 7
-68.8838 -68.8779 41.2988 42.9138 185440 63595.9 646 1337.52 5 382 -nan -nan -nan 33 -nan -nan -nan -nan -nan -nan -nan -nan 41371 7
-67.8226 -67.2952 40.9045 42.0627 182273 62451.5 642 1364.66 3 361 -nan -nan -nan 15 -nan -nan -nan -nan -nan -nan -nan -nan 39808 8
-69.5191 -68.2387 40.6906 41.4546 182617 62314 644 1343.99 7 378 -nan -nan -nan 33 -nan -nan -nan -nan -nan -nan -nan -nan 39413 7
-67.7286 -66.3927 40.3984 42.0349 183514 62767.9 638 1286.64 3 367 -nan -nan -nan 11 -nan -nan -nan -nan -nan -nan -nan -nan 40353 25
-69.059 -68.7529 41.6682 41.716 188245 75295 804.729 1633 0 369.546 0 -nan -nan 253 21090 -nan -nan 19919 -nan -nan -nan -nan 44549 12
-68.9791 -68.2406 42.2266 42.9823 176431 74161 645.873 1479 0 -nan 0 77.8351 -nan 24 20765 -nan -nan 19923 -nan -nan -nan -nan 42123 8
-69.7101 -68.906 41.0868 42.1778 171488 74166 652.181 1366 0 -nan 0 74.9945 -nan 8 20764 -nan -nan 19921 -nan -nan -nan -nan 39221 7
-70.1394 -68.3556 41.4421 42.0732 7.66969e+07 1.28616e+07 148728 22911.7 0 -nan 108497 22240.3 -nan 122485 5.11397e+06 -nan -nan 5.02263e+06 7359.09 -nan -nan -nan 2.26032e+07 36
-69.1866 -68.363 40.6964 41.9028 190961 80494.3 396.398 1582.69 7.30931 598.994 130 54.9467 44.4975 -nan -nan 9.75753 -nan -nan 7 -nan -nan -nan 41079 12
-69.5815 -67.6725 39.8601 41.4218 186993 64553.8 373.413 1457.38 0 374.907 3 59.8666 42.7089 -nan -nan 0 -nan -nan 4 -nan -nan -nan 37019 6
-69.2707 -68.7613 41.6492 41.848 176039 61679.7 468.339 1172.79 0 373.108 3 56.0762 42.1897 -nan -nan 0 -nan -nan 4 -nan -nan -nan 36092 42
-70.1431 -68.2197 40.2384 41.4422 8.78474e+06 3.188e+06 18993.3 71793.8 0 21616.3 21700 3780.81 2831.98 -nan -nan 27455.3 -nan -nan 1749.55 -nan -nan -nan 4.41091e+06 15
-68.6284 -68.5247 42.1303 43.0516 188094 66764.5 411.352 1506.87 0 389.458 102 62.7925 44.9713 -nan -nan 206 -nan -nan -nan -nan -nan -nan 40691 100
-68.992 -67.257 40.7386 41.4031 183737 64458.9 455.835 1272.29 0 392.908 4 59.5355 44.9391 -nan -nan 9 -nan -nan -nan -nan -nan -nan 40514 65
-69.3401 -67.8898 42.0025 42.5419 180004 63143.1 454.276 1380.86 0 382.661 3 61.2909 43.8038 -nan -nan 8 -nan -nan -nan -nan -nan -nan 38661 77
-69.4789 -68.1618 40.4034 41.4452 181080 64193.4 364.612 1361.76 0 368.008 2 58.7752 41.932 -nan -nan 3 -nan -nan -nan -nan -nan -nan 35570 3
-68.8562 -67.2697 40.6627 42.0056 182190 64852.6 369.566 1363.63 0 370.508 4 59.2813 42.3102 -nan -nan 7 -nan -nan -nan -nan -nan -nan 36291 30
-68.633 -67.1167 40.0792 41.7761 180887 63183.8 438.025 1379.29 0 379.714 4 60.7343 43.4369 -nan -nan 6 -nan -nan -nan -nan -nan -nan 38072 74
-68.4238 -68.177 41.672 42.6109 184450 65461 380.854 1365.56 0 375.206 3 56.7395 42.7618 -nan -nan 6 -nan -nan -nan -nan -nan -nan 37008 8
-68.5847 -67.6754 40.742 42.4104 182528 63969.4 482.315 1487.28 0 387.403 4 62.2363 44.5131 -nan -nan 7 -nan -nan -nan -nan -nan -nan 39741 6
-70.0554 -68.3813 40.1837 42.0564 3.17548e+07 1.14789e+07 68366.1 292497 0 78212.7 68761.3 217.663 6712.45 -nan -nan 109431 63.8686 -nan -nan 4.00919 5905.2 2557.13 1.60275e+07 34
-69.085 -67.9192 41.549 43.2036 189681 65290.8 466.328 1380.94 0 382.716 -nan 64 152 -nan -nan -nan 3 -nan -nan -nan 4 -nan 43505 12
-69.3667 -68.9081 40.0507 41.5868 182124 63449 391.318 1425.04 0 365.791 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 5 -nan 39812 5
-68.3534 -66.6627 42.0973 43.1139 172892 60622.1 436.749 1330.12 0 354.419 -nan 65 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 39168 4
-67.7677 -67.669 42.2352 42.565 176228 62275.4 425.175 1400.66 0 371.323 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 41018 137
-68.4775 -66.8832 40.1279 41.9693 172760 60437.5 431.444 1242.22 0 358.014 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 37820 7
-69.4551 -68.3257 39.7518 41.4656 175856 61295.2 402.817 1435.65 0 363.593 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 5 -nan 39521 109
-69.3796 -68.114 41.374 41.966 173374 60933.5 419.939 1334.11 0 360.716 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 38670 6
-69.1526 -68.15 41.7248 42.5956 170599 60090.4 421.003 1264.7 0 353.869 -nan 64 47 -nan -nan -nan 0 -nan -nan -nan 2 -nan 37279 6
-69.3168 -69.1288 41.5811 42.1641 174583 61430.7 443.909 1383.16 0 364.469 -nan 64 47 -nan -nan -nan 0 -nan -nan -nan 5 -nan 39678 17
-68.1809 -66.9824 41.3926 41.9284 171450 60205.7 423.046 1270.49 0 353.538 -nan 64 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 37675 89
-69.6334 -68.4545 41.2927 42.0874 172454 60808.4 417.608 1395.9 0 358.542 -nan 63 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 38444 7
-69.8332 -68.9246 40.4564 42.2564 175294 61793.6 424.748 1332.1 0 366.736 -nan 64 47 -nan -nan -nan 0 -nan -nan -nan 4 -nan 39942 7
-68.9719 -68.0837 40.4896 41.9098 175776 61857.2 459.61 1417.95 0 367.637 -nan 66 47 -nan -nan -nan 0 -nan -nan -nan 5 -nan 40284 4
-70.338 -68.8045 41.2672 42.127 1.75566e+08 2.54682e+07 506836 5020.82 259998 5300.79 254911 1464.82 64215.5 413533 1.06182e+07 -nan 182.663 1.05242e+07 18703.8 -nan 25145.1 -nan 5.17626e+07 21
-71.2933 -69.3013 40.8828 41.7702 4.89527e+08 6.84253e+07 1.66429e+06 11439.4 741747 15384 696220 204.588 165054 1.12472e+06 2.78104e+07 776896 243.903 2.75554e+07 59632.7 7.39785 52715.1 28668.9 1.44322e+08 236
-68.8045 -67.4397 40.2016 42.0781 217500 70072.9 597.031 1439.79 0 608.545 118 61.607 51.3927 -nan -nan 5.67708 -nan -nan 4 -nan -nan -nan 46756 12
-68.4514 -67.8573 39.5235 41.4167 183253 74791.4 327.923 1366.77 0 534.192 3 58.9303 47.3889 -nan -nan 0 -nan -nan 4 -nan -nan -nan 39354 5
-68.1799 -68.0485 42.1136 42.8651 188752 77078.5 326.045 1462.27 0 545.113 3 63.7307 48.5707 -nan -nan 0 -nan -nan 4 -nan -nan -nan 41055 42
-69.1099 -68.9523 40.5397 42.1767 183555 76050.9 338.184 1587.07 0 530.517 5 49.3148 47.4668 -nan -nan 0 -nan -nan 4 -nan -nan -nan 39466 21
-69.208 -68.1671 41.2955 42.9914 196878 79546.7 353.857 1454.7 0 559.728 5 48.5512 50.2098 -nan -nan 0 -nan -nan 4 -nan -nan -nan 43431 70
-69.2788 -68.2088 39.7362 41.6979 197728 79551 326.191 1615.89 0 561.346 6 48.6411 50.282 -nan -nan 0 -nan -nan 4 -nan -nan -nan 43702 178
-69.7992 -68.772 42.1092 43.0478 201775 80433.5 340.58 1553.66 0 570.365 4 52.8965 51.1229 -nan -nan 0 -nan -nan 4 -nan -nan -nan 44836 154
-67.9826 -66.1877 40.9846 42.8422 189038 66783.8 763.267 1490.85 0 407.325 32 46.6047 54.4341 -nan -nan 0 -nan -nan 4 -nan -nan -nan 38055 45
-68.7167 -68.2876 41.3302 42.1513 178115 62361.4 457.683 1356.15 0 381.731 3 57.104 43.0255 -nan -nan 0 -nan -nan 4 -nan -nan -nan 38052 7
-68.0109 -66.3746 42.2268 43.7191 188120 66614.6 388.758 1452.1 0 383.512 4 61.5556 43.9949 -nan -nan 0 -nan -nan 4 -nan -nan -nan 38996 1
-69.8056 -68.6339 41.7062 43.604 198435 67425.8 459.993 1409.48 0 377.166 -nan 59.2473 43.5682 -nan -nan 197 0 -nan -nan 0 -nan -nan 40553 10
-69.5961 -67.9021 41.5335 41.9586 179904 63130.7 428.773 1503.32 0 366.923 -nan 56.6584 41.5303 -nan -nan 7 0 -nan -nan 0 -nan -nan 36990 71
-69.2247 -67.8268 41.3528 41.8331 180873 63280.4 433.385 1366.02 0 365.056 -nan 58.3724 41.4416 -nan -nan 6 0 -nan -nan 0 -nan -nan 36589 79
-68.8767 -67.9976 40.6212 42.0112 181623 63337.2 432.338 1413.87 0 365.226 -nan 58.4775 41.4919 -nan -nan 6 0 -nan -nan 0 -nan -nan 36603 151
-69.443 -67.5803 40.8638 42.0843 184859 64655 448.212 1402.76 0 373.947 -nan 59.9708 42.5961 -nan -nan 10 0 -nan -nan 0 -nan -nan 38592 7
-69.5423 -67.9083 40.7365 41.5152 184745 64606.3 455.91 1411.57 0 373.839 -nan 59.9525 42.5942 -nan -nan 9 0 -nan -nan 0 -nan -nan 38518 100
-70.0439 -68.0669 42.2045 43.5812 211101 74132.7 534.57 1694.32 0 439.23 -nan 71.3375 51.0416 -nan -nan 114 0 -nan -nan 0 -nan -nan 52693 2
-69.0197 -67.9889 41.3941 42.517 187547 65575.4 442.464 1376.19 0 380.144 -nan 61.2973 43.5939 -nan -nan 11 0 -nan -nan 0 -nan -nan 40122 34
-67.8166 -67.264 42.0141 42.9362 192208 67456.7 451.66 1390.16 0 393.46 -nan 61.5237 45.276 -nan -nan 10 0 -nan -nan 0 -nan -nan 42908 22
-70.2406 -68.2946 40.5668 42.5355 1.57722e+08 2.16664e+07 444850 4262.97 215066 4560.98 -nan 158.892 40291.2 345591 8.99735e+06 168846 64.0293 8.6642e+06 15368.1 0 13118.7 13516.3 4.66137e+07 110
-69.2532 -69.0619 41.923 43.4468 195070 74950 353.163 1933.14 0 625.757 0 65.9918 55.9406 -nan 20781 9.07281 -nan 19881 4 -nan -nan -nan 43200 11
-69.1831 -68.952 41.0048 42.3364 185350 74963 600.103 1196.86 0 591.305 0 65.059 53.9645 -nan 20783 0 -nan 19886 4 -nan -nan -nan 40497 8
-68.8551 -68.298 40.093 41.4171 190496 74978 582.269 1305.14 0 598.609 0 66.5739 54.5633 -nan 20791 0 -nan 19892 4 -nan -nan -nan 42280 6
-68.9053 -68.5321 41.507 43.1731 206196 71373.9 624.59 1439.09 0 590.225 0 71.9496 58.823 -nan 20696 0 -nan 19800 4 -nan -nan -nan 46477 15
-68.6055 -67.5495 41.2485 42.0871 192378 68608.9 600.523 1358.84 0 564.715 0 68.3414 55.5263 -nan 20705 0 -nan 19809 4 -nan -nan -nan 42418 7
-68.6663 -67.9504 41.1883 42.5223 191742 68065 583.523 1281.1 0 564.591 0 68.004 55.4355 -nan 20698 0 -nan 19805 4 -nan -nan -nan 42139 41
-68.9942 -68.2156 41.0603 41.4349 205524 70252.4 630.989 1244.93 0 591.74 92 66.022 53.1704 -nan -nan 5.60077 -nan 19802 5 -nan -nan -nan 46026 100
-68.5219 -68.4644 40.8365 41.4504 200446 68828.1 598.161 1282.14 0 581.153 3 61.0649 52.1145 -nan -nan 0 -nan 19799 4 -nan -nan -nan 44854 21
-68.9311 -68.2351 41.3874 41.967 195714 80983.1 375.247 1573.44 0 568.479 6 67.4371 51.2168 -nan -nan 0 -nan 19797 4 -nan -nan -nan 43462 94
-68.0962 -67.9249 42.127 42.4556 189889 79453.3 322.608 1367.57 0 559.414 6 55.523 50.083 -nan -nan 0 -nan 19803 4 -nan -nan -nan 41613 7
-71.0825 -69.1813 41.5567 42.3733 1.01925e+09 1.3316e+08 3.08858e+06 22088.9 1.49912e+06 28061.4 1.31278e+06 14945.2 288356 2.27126e+06 5.52457e+07 1.56232e+06 639.618 5.46858e+07 112329 131.466 128150 75202.4 2.99844e+08 19
-68.8272 -67.8902 41.3887 42.0791 182047 63752.1 443.959 1454.61 0 372.395 -nan 44.4802 42.6021 -nan -nan 198 0 -nan -nan 0 -nan -nan 38774 47
-68.5531 -67.8758 40.3233 41.4503 178306 62600.3 442.898 1304.95 0 361.873 -nan 43.0272 41.1263 -nan -nan 5 0 -nan -nan 0 -nan -nan 36120 5
-68.7534 -68.0304 40.8759 41.6705 177305 62141.4 421.116 1269.48 0 357.652 -nan 42.2584 40.3678 -nan -nan 5 0 -nan -nan 0 -nan -nan 34785 3
-68.1885 -67.6837 42.2682 43.1982 208749 69572 479.148 1460.44 0 433.102 -nan 48.9731 46.9445 -nan -nan -nan 0 -nan -nan 0 -nan 3 46373 17
-68.3555 -68.345 41.096 43.0915 220550 74347.3 321.956 1604.42 0 405.763 -nan 55 48 -nan -nan -nan 3 -nan -nan 60.9347 0 3 41372 8
-68.9552 -68.9151 40.6078 41.58 201667 68090.2 306.142 1508.06 0 367.466 -nan 55 47 -nan -nan -nan 0 -nan -nan -nan 0 3 38193 5
-71.1912 -69.3627 41.4249 42.6237 1.42927e+09 1.94664e+08 4.14501e+06 139067 1.96362e+06 77626.1 2.08281e+06 1445.62 350081 3.09736e+06 7.79365e+07 2.49129e+06 727.53 7.77789e+07 126860 42.1907 162369 72006.5 4.2163e+08 29
-69.635 -67.7186 41.9061 42.185 188532 66882.7 532.336 1440.24 0 413.981 119 47.6323 46.8612 -nan -nan 232 -nan -nan -nan -nan -nan -nan 45664 12
-68.5537 -68.3184 40.992 42.0986 186614 65679.8 488.419 1508.09 0 398.955 7 47.2702 45.9312 -nan -nan 13 -nan -nan -nan -nan -nan -nan 42081 92
-69.0498 -68.2073 41.4046 41.591 187897 66710.8 400.635 1485.09 0 381.374 3 45.2318 43.8331 -nan -nan 11 -nan -nan -nan -nan -nan -nan 38693 8
-68.8278 -68.2501 41.1892 41.508 173545 61217.7 494.544 1485.05 0 361.926 -nan 43.6224 41.7235 -nan -nan 6 0 -nan -nan 0 -nan -nan 37345 176
-69.216 -68.6029 41.8964 42.3241 209104 66117.6 825.252 3302.55 0 368.512 -nan 44.3106 42.4066 -nan -nan 9 0 -nan -nan 0 -nan -nan 38210 17
-68.2465 -66.4302 41.2614 41.7321 186638 65426.5 457.31 1385.6 0 378.86 -nan 45.1895 43.3129 -nan -nan 12 0 -nan -nan 0 -nan -nan 39659 8
-70.64 -69.3681 40.8801 42.6897 4.91175e+08 6.09725e+07 1.4325e+06 11927.8 680099 16356 709842 4024.43 142330 1.09658e+06 2.52107e+07 797062 222.906 2.53842e+07 43532.2 32.125 52048.1 52272.8 1.44255e+08 4
-69.9871 -69.0508 41.1633 41.7006 3.32372e+06 1.19594e+06 9688.99 26075.8 0 8315.55 -nan 1082.9 1092.34 -nan -nan 10825 0 -nan -nan 0 -nan -nan 1.83993e+06 82
-69.7082 -69.1748 40.5657 41.5553 181455 64020.6 436.431 1343.32 0 378.663 -nan 44.8748 42.9955 -nan -nan 107 0 -nan -nan 0 -nan -nan 39914 9
-69.6804 -67.7611 42.2463 42.2934 180040 63178.7 419.518 1337.57 0 363.106 -nan 43.3046 41.4132 -nan -nan 6 0 -nan -nan 0 -nan -nan 36610 7
-70.7277 -69.077 41.2429 42.5297 5.76403e+08 8.7814e+07 1.8838e+06 15455.1 876566 18898.6 842671 9300.09 221535 1.31183e+06 3.49624e+07 1.02939e+06 390.067 3.26682e+07 52514.3 8.33396 91368.7 44990.1 1.69326e+08 45
-68.4328 -68.0515 41.6043 41.8455 211407 67031.1 727 1467.13 123 401 -nan -nan -nan 2.2421 -nan -nan -nan -nan -nan -nan 4 -nan 43078 13
-69.3694 -69.0633 39.948 41.7139 180521 62103.9 681 1299.84 4 400 -nan -nan -nan 0 -nan -nan -nan -nan -nan -nan 4 -nan 38575 6
-68.0645 -67.0354 39.968 41.4062 201424 65354.6 584 1401.58 5 375 -nan -nan -nan 0 -nan -nan -nan -nan -nan -nan 4 -nan 38975 5
-68.8495 -68.2444 41.322 41.5218 201605 65119.8 567 1364.33 2 380 -nan -nan -nan 8.33327 -nan -nan -nan -nan -nan -nan 4 -nan 38370 79
-71.0761 -69.2725 40.6107 42.3461 1.05236e+09 1.5044e+08 3.21455e+06 318136 1.48834e+06 45578.5 1.50471e+06 271.264 295014 2.25059e+06 5.90245e+07 1.97127e+06 754.194 5.85622e+07 134996 19.8441 101927 46485.8 3.16271e+08 154
-68.884 -67.9231 40.9219 42.4453 193385 65076.2 498.487 1317.64 0 563.963 118 48.085 50.1356 -nan -nan 5.19457 -nan 19809 4 -nan -nan -nan 41818 13
-68.2378 -66.4664 42.2699 43.3703 217223 71715.3 719.553 1245.92 7.91632 613.425 107 70.36 52.9291 -nan -nan 23.0961 -nan 19806 12 -nan -nan -nan 48586 15
-69.0515 -67.2248 41.9801 42.8108 196245 68784.1 678.498 1453.73 0 571.947 26 49.4891 50.637 -nan -nan 0 -nan 19808 4 -nan -nan -nan 43416 58
